title,released_year,duration,genre,description,Rated,Released,Runtime,Director,Writer,Actors,Plot,Language,Country,Awards,Ratings,imdbRating,imdbVotes,imdbID,Type,BoxOffice,totalSeasons,imageid,format
E,2017,1h 43m,Family,"While making a documentary on Alzheimer's disease, a man realises that there's more to his subject's inexplicable behaviour - something sinister and terrible.",TV-PG,12 May 2017,1 min,,Moira Walley-Beckett,"Amybeth McNulty, Geraldine James, R.H. Thomson","The adventures of a young orphan girl living in the late 19th century. Follow Anne as she learns to navigate her new life on Prince Edward Island, in this new take on L.M. Montgomery's classic novels.",Micmac,Canada,24 wins & 54 nominations total,"[{""Source"": ""Internet Movie Database"", ""Value"": ""8.6/10""}]",8.6,"76,600",tt5421602,series,,3.0,261,jpg
Mass Leader,2017,1h 56m,Action,Honest army officer Captain Shivraj's happy life takes a drastic turn when his family is killed in a terrorist attack.,,11 Aug 2017,,Narashimha,Narashimha,"Shivarajkumar, Vijay Raghavendra, Pranitha","The movie starts with the issue of Bangladeshi infiltrators thriving in Bengaluru with the help of the politicians who practice vote-bank politics. Shivraj, along with his two associates drives out Bangladeshi infiltrators by spreading widespread rumors's.He also locks horns with the corrupt CM and takes actions against drug mafia. An underworld Don from Mangaluru is tasked to kill Shivraj, but he later turns a loyalist. In 2nd half flashback happens were Shivraj is a patriotic Indian Army captain in Kashmir with a loving wife and his sibling's, parents and a child. The happy family is slayed by a terror plot, leaving his child handicapped. The rest of the story is how he avenges the deaths of his family, by finishing off the terrorist.",Kannada,India,,"[{""Source"": ""Internet Movie Database"", ""Value"": ""5.3/10""}]",5.3,90,tt7386544,movie,,,262,
Vivegam,2017,2h 11m,Action,"When an honest counter-terrorist agent is suspected to have gone rogue, he embarks upon a revenge mission against the traitors, who once were his friends.",Not Rated,25 Aug 2017,149 min,Siva,"Siva, Gautam Siddhartha, Mayank Jain","Ajith Kumar, Vivek Oberoi, Kajal Aggarwal","A celebrated covert operation specialist Ajay Kumar is assigned a high risk mission to retrieve the detonation codes for deadly plutonium weapons stolen by terrorists to upset the world order. After putting his unparalleled skills to use he finds himself on the verge of successfully completing the mission, only to be shocked by treasonous acts which he wouldn't have even dreamt of. He is then left to deal with overwhelming odds stacked against him in order to survive.",Tamil,India,4 nominations total,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.1/10""}]",6.1,"17,636",tt6878378,movie,,,263,jpg
Vivegam,2017,2h 11m,Thriller,"When an honest counter-terrorist agent is suspected to have gone rogue, he embarks upon a revenge mission against the traitors, who once were his friends.",Not Rated,25 Aug 2017,149 min,Siva,"Siva, Gautam Siddhartha, Mayank Jain","Ajith Kumar, Vivek Oberoi, Kajal Aggarwal","A celebrated covert operation specialist Ajay Kumar is assigned a high risk mission to retrieve the detonation codes for deadly plutonium weapons stolen by terrorists to upset the world order. After putting his unparalleled skills to use he finds himself on the verge of successfully completing the mission, only to be shocked by treasonous acts which he wouldn't have even dreamt of. He is then left to deal with overwhelming odds stacked against him in order to survive.",Tamil,India,4 nominations total,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.1/10""}]",6.1,"17,636",tt6878378,movie,,,263,jpg
Jolly LLB 2,2017,2h 11m,Drama,"A small-time lawyer tricks an innocent woman to make it big. However, a life-changing incident leaves him fighting an earnest battle for justice.",Not Rated,10 Feb 2017,137 min,Subhash Kapoor,Subhash Kapoor,"Akshay Kumar, Huma Qureshi, Saurabh Shukla",Jolly is a clumsy lawyer who is faced with representing the most critical court case of his career.,Hindi,India,3 wins & 10 nominations total,"[{""Source"": ""Internet Movie Database"", ""Value"": ""7.2/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""71%""}]",7.2,"29,005",tt5982852,movie,₹13.73 Cr,,264,jpg
Jolly LLB 2,2017,2h 11m,Comedy,"A small-time lawyer tricks an innocent woman to make it big. However, a life-changing incident leaves him fighting an earnest battle for justice.",Not Rated,10 Feb 2017,137 min,Subhash Kapoor,Subhash Kapoor,"Akshay Kumar, Huma Qureshi, Saurabh Shukla",Jolly is a clumsy lawyer who is faced with representing the most critical court case of his career.,Hindi,India,3 wins & 10 nominations total,"[{""Source"": ""Internet Movie Database"", ""Value"": ""7.2/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""71%""}]",7.2,"29,005",tt5982852,movie,₹13.73 Cr,,264,jpg
Jolly LLB 2,2017,2h 11m,Crime,"A small-time lawyer tricks an innocent woman to make it big. However, a life-changing incident leaves him fighting an earnest battle for justice.",Not Rated,10 Feb 2017,137 min,Subhash Kapoor,Subhash Kapoor,"Akshay Kumar, Huma Qureshi, Saurabh Shukla",Jolly is a clumsy lawyer who is faced with representing the most critical court case of his career.,Hindi,India,3 wins & 10 nominations total,"[{""Source"": ""Internet Movie Database"", ""Value"": ""7.2/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""71%""}]",7.2,"29,005",tt5982852,movie,₹13.73 Cr,,264,jpg
Jolly LLB 2,2017,2h 11m,Drama,"A small-time lawyer tricks an innocent woman to make it big. However, a life-changing incident leaves him fighting an earnest battle for justice.",Not Rated,10 Feb 2017,137 min,Subhash Kapoor,Subhash Kapoor,"Akshay Kumar, Huma Qureshi, Saurabh Shukla",Jolly is a clumsy lawyer who is faced with representing the most critical court case of his career.,Kashmiri,India,3 wins & 10 nominations total,"[{""Source"": ""Internet Movie Database"", ""Value"": ""7.2/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""71%""}]",7.2,"29,005",tt5982852,movie,₹13.73 Cr,,264,jpg
Jolly LLB 2,2017,2h 11m,Comedy,"A small-time lawyer tricks an innocent woman to make it big. However, a life-changing incident leaves him fighting an earnest battle for justice.",Not Rated,10 Feb 2017,137 min,Subhash Kapoor,Subhash Kapoor,"Akshay Kumar, Huma Qureshi, Saurabh Shukla",Jolly is a clumsy lawyer who is faced with representing the most critical court case of his career.,Kashmiri,India,3 wins & 10 nominations total,"[{""Source"": ""Internet Movie Database"", ""Value"": ""7.2/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""71%""}]",7.2,"29,005",tt5982852,movie,₹13.73 Cr,,264,jpg
Jolly LLB 2,2017,2h 11m,Crime,"A small-time lawyer tricks an innocent woman to make it big. However, a life-changing incident leaves him fighting an earnest battle for justice.",Not Rated,10 Feb 2017,137 min,Subhash Kapoor,Subhash Kapoor,"Akshay Kumar, Huma Qureshi, Saurabh Shukla",Jolly is a clumsy lawyer who is faced with representing the most critical court case of his career.,Kashmiri,India,3 wins & 10 nominations total,"[{""Source"": ""Internet Movie Database"", ""Value"": ""7.2/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""71%""}]",7.2,"29,005",tt5982852,movie,₹13.73 Cr,,264,jpg
Jolly LLB 2,2017,2h 11m,Drama,"A small-time lawyer tricks an innocent woman to make it big. However, a life-changing incident leaves him fighting an earnest battle for justice.",Not Rated,10 Feb 2017,137 min,Subhash Kapoor,Subhash Kapoor,"Akshay Kumar, Huma Qureshi, Saurabh Shukla",Jolly is a clumsy lawyer who is faced with representing the most critical court case of his career.,Urdu,India,3 wins & 10 nominations total,"[{""Source"": ""Internet Movie Database"", ""Value"": ""7.2/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""71%""}]",7.2,"29,005",tt5982852,movie,₹13.73 Cr,,264,jpg
Jolly LLB 2,2017,2h 11m,Comedy,"A small-time lawyer tricks an innocent woman to make it big. However, a life-changing incident leaves him fighting an earnest battle for justice.",Not Rated,10 Feb 2017,137 min,Subhash Kapoor,Subhash Kapoor,"Akshay Kumar, Huma Qureshi, Saurabh Shukla",Jolly is a clumsy lawyer who is faced with representing the most critical court case of his career.,Urdu,India,3 wins & 10 nominations total,"[{""Source"": ""Internet Movie Database"", ""Value"": ""7.2/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""71%""}]",7.2,"29,005",tt5982852,movie,₹13.73 Cr,,264,jpg
Jolly LLB 2,2017,2h 11m,Crime,"A small-time lawyer tricks an innocent woman to make it big. However, a life-changing incident leaves him fighting an earnest battle for justice.",Not Rated,10 Feb 2017,137 min,Subhash Kapoor,Subhash Kapoor,"Akshay Kumar, Huma Qureshi, Saurabh Shukla",Jolly is a clumsy lawyer who is faced with representing the most critical court case of his career.,Urdu,India,3 wins & 10 nominations total,"[{""Source"": ""Internet Movie Database"", ""Value"": ""7.2/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""71%""}]",7.2,"29,005",tt5982852,movie,₹13.73 Cr,,264,jpg
IMAI,2017,1h 14m,Drama,"An accidental meeting brings Jyothi face to face with her long lost love, Karthik, who has become a notorious gangster. Can Jyothi bring him back on track?",,22 Dec 2017,97 min,Vijay Mohan,,"Akshya Priya, Sarish",,Tamil,India,,"[{""Source"": ""Internet Movie Database"", ""Value"": ""4.8/10""}]",4.8,11,tt7794028,movie,,,265,
Indu Sarkar,2017,2h 8m,Thriller,"Set during the Indian Emergency, a simple housewife's life changes when she ventures into an area where residents are protesting against the government.",Unrated,28 Jul 2017,139 min,Madhur Bhandarkar,"Madhur Bhandarkar, Sanjay Chhel, Kapil Chopra","Kirti Kulhari, Tota Roy Chowdhury, Neil Nitin Mukesh",Indu Sarkar is set during the emergency period between 1975 to 1977 declared by Prime Minister Indra Gandhi.,Hindi,India,1 nomination,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.0/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""45%""}]",6.0,"2,283",tt6620324,movie,,,266,jpg
Indu Sarkar,2017,2h 8m,Drama,"Set during the Indian Emergency, a simple housewife's life changes when she ventures into an area where residents are protesting against the government.",Unrated,28 Jul 2017,139 min,Madhur Bhandarkar,"Madhur Bhandarkar, Sanjay Chhel, Kapil Chopra","Kirti Kulhari, Tota Roy Chowdhury, Neil Nitin Mukesh",Indu Sarkar is set during the emergency period between 1975 to 1977 declared by Prime Minister Indra Gandhi.,Hindi,India,1 nomination,"[{""Source"": ""Internet Movie Database"", ""Value"": ""6.0/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""45%""}]",6.0,"2,283",tt6620324,movie,,,266,jpg
Lee,2017,1h 55m,Action,"Leela and Charlee are madly in love with each other. Apart from their families being at loggerheads, an international don makes an entry to add to the chaos.",,13 Jan 2017,133 min,H.M. Srinandan,H.M. Srinandan,"Sumanth Shailendra, Nabha Natesh, Sneha Namdhani",A cute love story which encounters obstacles that challenges their love.,Kannada,India,,[],,10,tt13243484,movie,,,267,jpg
Lee,2017,1h 55m,Drama,"Leela and Charlee are madly in love with each other. Apart from their families being at loggerheads, an international don makes an entry to add to the chaos.",,13 Jan 2017,133 min,H.M. Srinandan,H.M. Srinandan,"Sumanth Shailendra, Nabha Natesh, Sneha Namdhani",A cute love story which encounters obstacles that challenges their love.,Kannada,India,,[],,10,tt13243484,movie,,,267,jpg
Maatr,2017,1h 42m,Thriller,A traumatised Vidya seeks revenge after her teenage daughter is gang-raped and murdered. She sets out to punish the perpetrators and get justice for her child.,,21 Apr 2017,113 min,Ashtar Sayed,"Michael Pellico, Mishkka Shekhawat","Raveena Tandon, Rushad Rana, Madhur Mittal","Vidya, who's left shattered after her daughter Tia's murder, seeks vengeance by fighting the broken justice and criminal system.",Hindi,India,1 win,"[{""Source"": ""Internet Movie Database"", ""Value"": ""4.7/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""40%""}]",4.7,532,tt5543746,movie,,,268,jpg
Maasthi Gudi,2017,1h 56m,Action,"Maasthi leads an isolated life near a forest. On learning that tigers are illegally being hunted and killed, he sets out to save them and make things right.",,12 May 2017,150 min,Nagashekar,"Pradhyumna V Kashyap, M.S. Ramesh","Duniya Vijay, Kriti Kharbanda, Amulya","When Maasthi learns about poaching incidents in a nearby jungle, he decides to take it upon himself to prohibit poachers from killing wild animals.",Kannada,India,,"[{""Source"": ""Internet Movie Database"", ""Value"": ""5.7/10""}]",5.7,34,tt13155624,movie,,,269,
Maasthi Gudi,2017,1h 56m,Drama,"Maasthi leads an isolated life near a forest. On learning that tigers are illegally being hunted and killed, he sets out to save them and make things right.",,12 May 2017,150 min,Nagashekar,"Pradhyumna V Kashyap, M.S. Ramesh","Duniya Vijay, Kriti Kharbanda, Amulya","When Maasthi learns about poaching incidents in a nearby jungle, he decides to take it upon himself to prohibit poachers from killing wild animals.",Kannada,India,,"[{""Source"": ""Internet Movie Database"", ""Value"": ""5.7/10""}]",5.7,34,tt13155624,movie,,,269,
Vikram Vedha,2017,2h 10m,Thriller,"Police officer Vikram finally captures Vedha, a dreaded gangster. When the latter engages Vikram in a mind game, it challenges his notion of good and evil.",Not Rated,21 Jul 2017,147 min,"Gayatri, Pushkar, Gowtham Selvaraj","Manikandan K., Gautam Siddharth, Gayatri","Madhavan, Vijay Sethupathi, Shraddha Srinath","A badass cop Vikram leads a special task force formed to eliminate a kickass Vedha's gang running amok on the streets of Chennai, making a mockery of Law and Order. An encounter planned by a Vikram's friend Simon, kills Vedha's trusted aides and brings him out of hiding. Vedha lays his clutch on Vikram and engages in a disturbing mind game of sorts which results in a quest to reveal the truth behind that fateful encounter..",Tamil,India,12 wins & 13 nominations total,"[{""Source"": ""Internet Movie Database"", ""Value"": ""8.2/10""}]",8.2,"52,192",tt6148156,movie,,,270,jpg
Vikram Vedha,2017,2h 10m,Action,"Police officer Vikram finally captures Vedha, a dreaded gangster. When the latter engages Vikram in a mind game, it challenges his notion of good and evil.",Not Rated,21 Jul 2017,147 min,"Gayatri, Pushkar, Gowtham Selvaraj","Manikandan K., Gautam Siddharth, Gayatri","Madhavan, Vijay Sethupathi, Shraddha Srinath","A badass cop Vikram leads a special task force formed to eliminate a kickass Vedha's gang running amok on the streets of Chennai, making a mockery of Law and Order. An encounter planned by a Vikram's friend Simon, kills Vedha's trusted aides and brings him out of hiding. Vedha lays his clutch on Vikram and engages in a disturbing mind game of sorts which results in a quest to reveal the truth behind that fateful encounter..",Tamil,India,12 wins & 13 nominations total,"[{""Source"": ""Internet Movie Database"", ""Value"": ""8.2/10""}]",8.2,"52,192",tt6148156,movie,,,270,jpg
